round,epoch,train_loss,train_acc,norm,independence,balancement,seed
26,1,1.2223639306094911,0.2028378230333327,GN,noniid,unbalanced,128
26,2,1.1890955915053685,0.2064473136266072,GN,noniid,unbalanced,128
26,3,1.1682998322778275,0.2137425459755791,GN,noniid,unbalanced,128
26,4,1.152449192272292,0.2245920009745492,GN,noniid,unbalanced,128
26,5,1.1394138187170029,0.2357146610154046,GN,noniid,unbalanced,128
26,6,1.1282712899976306,0.2480600998136732,GN,noniid,unbalanced,128
26,7,1.1185618655549154,0.2616359766324361,GN,noniid,unbalanced,128
26,8,1.1099788546562197,0.2749843340449863,GN,noniid,unbalanced,128
26,9,1.1023297475443945,0.2909712665610843,GN,noniid,unbalanced,128
26,10,1.0954264799753826,0.3147202061282264,GN,noniid,unbalanced,128
27,1,1.1845108340768251,0.2977026482189402,GN,noniid,unbalanced,128
27,2,1.1478972294751335,0.3294148307688095,GN,noniid,unbalanced,128
27,3,1.1206048411481522,0.342810970474692,GN,noniid,unbalanced,128
27,4,1.0988321900367737,0.3502176936934976,GN,noniid,unbalanced,128
27,5,1.0808270398308248,0.3586074067564571,GN,noniid,unbalanced,128
27,6,1.0655873803531422,0.3627744388580322,GN,noniid,unbalanced,128
27,7,1.052510093240177,0.3707738831463982,GN,noniid,unbalanced,128
27,8,1.0411443184403812,0.3766521880205939,GN,noniid,unbalanced,128
27,9,1.031242970158072,0.3832448684467989,GN,noniid,unbalanced,128
27,10,1.022583207663368,0.3908957660899442,GN,noniid,unbalanced,128
28,1,1.1131021257709055,0.2730489453147439,GN,noniid,unbalanced,128
28,2,1.0836085869985468,0.3152892665302052,GN,noniid,unbalanced,128
28,3,1.0661876710022198,0.3397101985707003,GN,noniid,unbalanced,128
28,4,1.054161094567355,0.3548020238034866,GN,noniid,unbalanced,128
28,5,1.0450529999592726,0.3597764175078448,GN,noniid,unbalanced,128
28,6,1.037763723555733,0.3581213854340946,GN,noniid,unbalanced,128
28,7,1.0317179245107315,0.3550551479003008,GN,noniid,unbalanced,128
28,8,1.0266217116047354,0.3531265093298519,GN,noniid,unbalanced,128
28,9,1.0222303884870865,0.352634217598859,GN,noniid,unbalanced,128
28,10,1.018346500747344,0.3547924312423257,GN,noniid,unbalanced,128
29,1,1.2219978443213872,0.3186054250172206,GN,noniid,unbalanced,128
29,2,1.166744934661048,0.3466081571578979,GN,noniid,unbalanced,128
29,3,1.1436928915125983,0.3616776442527771,GN,noniid,unbalanced,128
29,4,1.126150565487998,0.3699820923805237,GN,noniid,unbalanced,128
29,5,1.111150128500802,0.3736533294405256,GN,noniid,unbalanced,128
29,6,1.0979787749903542,0.3774097384725298,GN,noniid,unbalanced,128
29,7,1.086101574557168,0.3836621669360569,GN,noniid,unbalanced,128
29,8,1.0753638467618398,0.3868056535720825,GN,noniid,unbalanced,128
29,9,1.0655392557382584,0.3905043351650238,GN,noniid,unbalanced,128
29,10,1.0564459328140532,0.3911186785357339,GN,noniid,unbalanced,128
30,1,1.1377222256528006,0.2320510274834103,GN,noniid,unbalanced,128
30,2,1.115468967292044,0.2300881514284346,GN,noniid,unbalanced,128
30,3,1.102560043334961,0.2287817300690545,GN,noniid,unbalanced,128
30,4,1.0932103130552504,0.230827043056488,GN,noniid,unbalanced,128
30,5,1.0858444687392976,0.2316739333834913,GN,noniid,unbalanced,128
30,6,1.0797847757736845,0.2318092518382602,GN,noniid,unbalanced,128
30,7,1.074670382671886,0.2345376258426242,GN,noniid,unbalanced,128
30,8,1.0702783498499129,0.2358835040198432,GN,noniid,unbalanced,128
30,9,1.0664508839448292,0.2363293086157905,GN,noniid,unbalanced,128
30,10,1.06310316754712,0.2381128880712721,GN,noniid,unbalanced,128
31,1,1.1153045055412112,0.217925420318331,GN,noniid,unbalanced,128
31,2,1.0952939135687692,0.2300007951259613,GN,noniid,unbalanced,128
31,3,1.084397159871601,0.23984390213376,GN,noniid,unbalanced,128
31,4,1.075889683905102,0.2514137336186,GN,noniid,unbalanced,128
31,5,1.0687748051825023,0.2630997334207807,GN,noniid,unbalanced,128
31,6,1.0628024396442233,0.2728238597370329,GN,noniid,unbalanced,128
31,7,1.0577238727183569,0.2857084872609093,GN,noniid,unbalanced,128
31,8,1.053277706816083,0.2948440947986784,GN,noniid,unbalanced,128
31,9,1.0494142387594496,0.3031224816186088,GN,noniid,unbalanced,128
31,10,1.0459804634253185,0.3112886426562354,GN,noniid,unbalanced,128
32,1,1.2012662914666263,0.2666020289334384,GN,noniid,unbalanced,128
32,2,1.1766696897420017,0.2823060161417181,GN,noniid,unbalanced,128
32,3,1.159934783523733,0.2975303216414018,GN,noniid,unbalanced,128
32,4,1.1456440660086544,0.3027473629604686,GN,noniid,unbalanced,128
32,5,1.1332860805771567,0.3031056302244013,GN,noniid,unbalanced,128
32,6,1.122503405267542,0.303466617194089,GN,noniid,unbalanced,128
32,7,1.113031581044197,0.3061130493337458,GN,noniid,unbalanced,128
32,8,1.1047607402909885,0.3083920860290527,GN,noniid,unbalanced,128
32,9,1.0975354936989872,0.3096824058619412,GN,noniid,unbalanced,128
32,10,1.0912533632733603,0.3084218965877186,GN,noniid,unbalanced,128
33,1,1.1376483534511768,0.2514149594306945,GN,noniid,unbalanced,128
33,2,1.1201024839752598,0.2700547514463726,GN,noniid,unbalanced,128
33,3,1.1071040332317352,0.2825898683698554,GN,noniid,unbalanced,128
33,4,1.0969080046603554,0.2967367103225306,GN,noniid,unbalanced,128
33,5,1.0885817502674304,0.309446052752043,GN,noniid,unbalanced,128
33,6,1.0815770108448832,0.3205800366401672,GN,noniid,unbalanced,128
33,7,1.0756084024906158,0.3258701034596092,GN,noniid,unbalanced,128
33,8,1.0704106892410077,0.3309882219214188,GN,noniid,unbalanced,128
33,9,1.065894330802717,0.3349198486930445,GN,noniid,unbalanced,128
33,10,1.061920470313022,0.3418736604640358,GN,noniid,unbalanced,128
34,1,1.027589737014337,0.3935955329374833,GN,noniid,unbalanced,128
34,2,1.0029271908781745,0.3974507279829545,GN,noniid,unbalanced,128
34,3,0.9892421446063302,0.3980769382823597,GN,noniid,unbalanced,128
34,4,0.9782234714789824,0.4013765395771373,GN,noniid,unbalanced,128
34,5,0.968988652256402,0.406288781599565,GN,noniid,unbalanced,128
34,6,0.9610484391450882,0.4043215508894486,GN,noniid,unbalanced,128
34,7,0.9541502743959428,0.4071841872822154,GN,noniid,unbalanced,128
34,8,0.9480926590886984,0.4100132448023016,GN,noniid,unbalanced,128
34,9,0.942748480222442,0.4100661394812844,GN,noniid,unbalanced,128
34,10,0.9380495954643596,0.4134312751076438,GN,noniid,unbalanced,128
35,1,1.210504725575447,0.1964369297027587,GN,noniid,unbalanced,128
35,2,1.1898489658321654,0.2039374470710754,GN,noniid,unbalanced,128
35,3,1.1740675057683672,0.2093599217278617,GN,noniid,unbalanced,128
35,4,1.1620635454143795,0.212726114818028,GN,noniid,unbalanced,128
35,5,1.152790550674711,0.2187312279428754,GN,noniid,unbalanced,128
35,6,1.1455423768077575,0.2219173012460981,GN,noniid,unbalanced,128
35,7,1.1398130335978098,0.2270110707623618,GN,noniid,unbalanced,128
35,8,1.135177635720798,0.2314204675810677,GN,noniid,unbalanced,128
35,9,1.1313376213823043,0.2351205699784415,GN,noniid,unbalanced,128
35,10,1.128075706107276,0.2362943695272718,GN,noniid,unbalanced,128
36,1,1.2324610480240412,0.2775679511115664,GN,noniid,unbalanced,128
36,2,1.217322173572722,0.2818396954309373,GN,noniid,unbalanced,128
36,3,1.2070431425457908,0.2846316233135404,GN,noniid,unbalanced,128
36,4,1.1995655780746823,0.2902721768333798,GN,noniid,unbalanced,128
36,5,1.1937155283632732,0.2929208640825181,GN,noniid,unbalanced,128
36,6,1.1888562440872192,0.2969072335106986,GN,noniid,unbalanced,128
36,7,1.184639355966023,0.2986168315297081,GN,noniid,unbalanced,128
36,8,1.1808631377560752,0.300354399454026,GN,noniid,unbalanced,128
36,9,1.1774037650653295,0.3045271255856468,GN,noniid,unbalanced,128
36,10,1.1741932389282046,0.3079048314548674,GN,noniid,unbalanced,128
37,1,1.2954961210489273,0.2136669279634952,GN,noniid,unbalanced,128
37,2,1.2828303314745426,0.2180759498476982,GN,noniid,unbalanced,128
37,3,1.2714806124567986,0.2204389025270939,GN,noniid,unbalanced,128
37,4,1.2613121159374714,0.2261831031739712,GN,noniid,unbalanced,128
37,5,1.2521627470850945,0.2281401725113392,GN,noniid,unbalanced,128
37,6,1.2438885308802128,0.2355028957128525,GN,noniid,unbalanced,128
37,7,1.2363484427332878,0.2403198048472404,GN,noniid,unbalanced,128
37,8,1.229445397853851,0.2408997899293899,GN,noniid,unbalanced,128
37,9,1.223097376525402,0.2426367175579071,GN,noniid,unbalanced,128
37,10,1.2172161005437374,0.2459262645244598,GN,noniid,unbalanced,128
38,1,1.2386966038208742,0.2399819408471768,GN,noniid,unbalanced,128
38,2,1.2191989467694209,0.2443889368038911,GN,noniid,unbalanced,128
38,3,1.204426462833698,0.2476929352604425,GN,noniid,unbalanced,128
38,4,1.1923310664983895,0.2495088193852168,GN,noniid,unbalanced,128
38,5,1.1818342965382795,0.2499427431248701,GN,noniid,unbalanced,128
38,6,1.172356979205058,0.2504819340774646,GN,noniid,unbalanced,128
38,7,1.1636198312044144,0.2526838881235856,GN,noniid,unbalanced,128
38,8,1.1554577258917005,0.2560077560864962,GN,noniid,unbalanced,128
38,9,1.1477793283187423,0.2601043741519634,GN,noniid,unbalanced,128
38,10,1.14051811167827,0.264024511208901,GN,noniid,unbalanced,128
39,1,1.1782714227835338,0.2683409832086827,GN,noniid,unbalanced,128
39,2,1.1732600529988606,0.2672676906983058,GN,noniid,unbalanced,128
39,3,1.1689979003535376,0.2687383947769801,GN,noniid,unbalanced,128
39,4,1.1653061426348157,0.2684906465477413,GN,noniid,unbalanced,128
39,5,1.1620774749252532,0.2693031309710608,GN,noniid,unbalanced,128
39,6,1.1592159933514066,0.2697264855437808,GN,noniid,unbalanced,128
39,7,1.1566499090856976,0.2717495305008358,GN,noniid,unbalanced,128
39,8,1.1543307072586484,0.2717388559712304,GN,noniid,unbalanced,128
39,9,1.1522225091854732,0.2737298795912001,GN,noniid,unbalanced,128
39,10,1.1502921366029315,0.2766763703028361,GN,noniid,unbalanced,128
40,1,1.2347470626235009,0.3170149825811386,GN,noniid,unbalanced,128
40,2,1.2243238925933837,0.3253459492921829,GN,noniid,unbalanced,128
40,3,1.215374943614006,0.3326354382038116,GN,noniid,unbalanced,128
40,4,1.2075401678681374,0.3380579149723053,GN,noniid,unbalanced,128
40,5,1.2005603104829787,0.34442300760746,GN,noniid,unbalanced,128
40,6,1.1942400559782982,0.3486394983530044,GN,noniid,unbalanced,128
40,7,1.1884349077939986,0.3552520668506622,GN,noniid,unbalanced,128
40,8,1.18303774446249,0.3611292645931244,GN,noniid,unbalanced,128
40,9,1.1779769584536552,0.3690054519176483,GN,noniid,unbalanced,128
40,10,1.1732034131884574,0.371954350233078,GN,noniid,unbalanced,128
41,1,1.0899201706051826,0.4077130551338196,GN,noniid,unbalanced,128
41,2,1.0852420791983604,0.4124779171943665,GN,noniid,unbalanced,128
41,3,1.080959491431713,0.4128244628906249,GN,noniid,unbalanced,128
41,4,1.0769692644476891,0.4150928544998169,GN,noniid,unbalanced,128
41,5,1.0732325166463852,0.4160588169097901,GN,noniid,unbalanced,128
41,6,1.0697143152356148,0.4172575464248657,GN,noniid,unbalanced,128
41,7,1.066382257640362,0.4192500877380371,GN,noniid,unbalanced,128
41,8,1.0632236778736115,0.4208722100257873,GN,noniid,unbalanced,128
41,9,1.0602164551615716,0.4216584019660949,GN,noniid,unbalanced,128
41,10,1.05734194368124,0.4254087562561035,GN,noniid,unbalanced,128
42,1,1.247032019495964,0.3030144202709198,GN,noniid,unbalanced,128
42,2,1.2357855677604674,0.3079152884483337,GN,noniid,unbalanced,128
42,3,1.2264231115579605,0.313017929315567,GN,noniid,unbalanced,128
42,4,1.2184684097766876,0.3176273584365844,GN,noniid,unbalanced,128
42,5,1.2115926027297974,0.3199440467357635,GN,noniid,unbalanced,128
42,6,1.2055830597877502,0.3190967259407044,GN,noniid,unbalanced,128
42,7,1.2002480268478393,0.3188886637687683,GN,noniid,unbalanced,128
42,8,1.195465423166752,0.3201138615608215,GN,noniid,unbalanced,128
42,9,1.1911379009485246,0.3184448816776275,GN,noniid,unbalanced,128
42,10,1.1871818900108335,0.3186690104007721,GN,noniid,unbalanced,128
43,1,1.1674216493316318,0.2742275811278302,GN,noniid,unbalanced,128
43,2,1.16152597769447,0.278385622812354,GN,noniid,unbalanced,128
43,3,1.1568738857041234,0.2816626344556394,GN,noniid,unbalanced,128
43,4,1.1529795475628064,0.2852501051322273,GN,noniid,unbalanced,128
43,5,1.1495571279007455,0.2894448788269706,GN,noniid,unbalanced,128
43,6,1.1464491110780963,0.2930694669225941,GN,noniid,unbalanced,128
43,7,1.1435642112856326,0.2948689540572788,GN,noniid,unbalanced,128
43,8,1.140856146812439,0.2977384431465812,GN,noniid,unbalanced,128
43,9,1.1382877748945486,0.3007494185281837,GN,noniid,unbalanced,128
43,10,1.135837692281474,0.3037433840917504,GN,noniid,unbalanced,128
44,1,1.2008752989768985,0.3210346569061279,GN,noniid,unbalanced,128
44,2,1.1928562378883365,0.326915856552124,GN,noniid,unbalanced,128
44,3,1.1858532309532166,0.3322593841552734,GN,noniid,unbalanced,128
44,4,1.1796174812316895,0.33875308303833,GN,noniid,unbalanced,128
44,5,1.173977379798889,0.3422041954040527,GN,noniid,unbalanced,128
44,6,1.1687985920906068,0.3423281185150146,GN,noniid,unbalanced,128
44,7,1.163988869190216,0.3454134243011474,GN,noniid,unbalanced,128
44,8,1.159486222267151,0.3491279109954834,GN,noniid,unbalanced,128
44,9,1.1552424550056457,0.3525015262603759,GN,noniid,unbalanced,128
44,10,1.1512160968780518,0.3547205577850342,GN,noniid,unbalanced,128
45,1,1.1752737971643608,0.3512514560421308,GN,noniid,unbalanced,128
45,2,1.1578356300791104,0.3543695087234179,GN,noniid,unbalanced,128
45,3,1.1469714728494484,0.3579739498098691,GN,noniid,unbalanced,128
45,4,1.1392284681399665,0.3609612207611402,GN,noniid,unbalanced,128
45,5,1.1331157597402732,0.3640264309446017,GN,noniid,unbalanced,128
45,6,1.1279138326644895,0.3652957960963249,GN,noniid,unbalanced,128
45,7,1.1232664075990515,0.3648449684182802,GN,noniid,unbalanced,128
45,8,1.118995264172554,0.3651166157921156,GN,noniid,unbalanced,128
45,9,1.1150019553800423,0.3664935177564621,GN,noniid,unbalanced,128
45,10,1.1112347058951857,0.3688528257608414,GN,noniid,unbalanced,128
46,1,1.228764417625609,0.254626669372831,GN,noniid,unbalanced,128
46,2,1.2267639126096452,0.2567837034520648,GN,noniid,unbalanced,128
46,3,1.2248071602412631,0.2576495466345833,GN,noniid,unbalanced,128
46,4,1.2228943364960807,0.2605365935393742,GN,noniid,unbalanced,128
46,5,1.2210238831383842,0.2613273279439835,GN,noniid,unbalanced,128
46,6,1.2191950593675889,0.2628799846626463,GN,noniid,unbalanced,128
46,7,1.217404726005736,0.2664933842136746,GN,noniid,unbalanced,128
46,8,1.2156538111822943,0.2679601890132541,GN,noniid,unbalanced,128
46,9,1.2139416223480588,0.2704395658061618,GN,noniid,unbalanced,128
46,10,1.2122655085154943,0.2723788583278656,GN,noniid,unbalanced,128
47,1,1.3089667388371058,0.1887110866819109,GN,noniid,unbalanced,128
47,2,1.3080114807401384,0.1887110866819109,GN,noniid,unbalanced,128
47,3,1.3070699572563171,0.1892554003851754,GN,noniid,unbalanced,128
47,4,1.3061416362013136,0.1895481404236384,GN,noniid,unbalanced,128
47,5,1.305226496287755,0.1895344184126172,GN,noniid,unbalanced,128
47,6,1.3043232134410314,0.1901061763082232,GN,noniid,unbalanced,128
47,7,1.3034306977476393,0.190677934203829,GN,noniid,unbalanced,128
47,8,1.3025488299982888,0.1909432300499507,GN,noniid,unbalanced,128
47,9,1.301677473953792,0.1917802836213793,GN,noniid,unbalanced,128
47,10,1.300817378929683,0.1912222480773925,GN,noniid,unbalanced,128
48,1,1.3242263060349684,0.3613721991502321,GN,noniid,unbalanced,128
48,2,1.323428607903994,0.3617037638334128,GN,noniid,unbalanced,128
48,3,1.3226408499937792,0.3623047253718743,GN,noniid,unbalanced,128
48,4,1.3218609048770025,0.3629204644606664,GN,noniid,unbalanced,128
48,5,1.3210890659919152,0.3632209452298972,GN,noniid,unbalanced,128
48,6,1.3203250353152935,0.3629056869103359,GN,noniid,unbalanced,128
48,7,1.319567790398231,0.362605206141105,GN,noniid,unbalanced,128
48,8,1.3188167214393616,0.3638840748713567,GN,noniid,unbalanced,128
48,9,1.3180721723116362,0.3635835941021259,GN,noniid,unbalanced,128
48,10,1.3173343585087702,0.3635835941021259,GN,noniid,unbalanced,128
49,1,1.1662854200059718,0.2894925199449062,GN,noniid,unbalanced,128
49,2,1.1641100374135105,0.2896700767630881,GN,noniid,unbalanced,128
49,3,1.162049193273891,0.2896991317516024,GN,noniid,unbalanced,128
49,4,1.1600941202857278,0.2893365190923214,GN,noniid,unbalanced,128
49,5,1.158237703821876,0.2902533581717448,GN,noniid,unbalanced,128
49,6,1.1564766574989669,0.2920870350301265,GN,noniid,unbalanced,128
49,7,1.1548020595853978,0.2913283354179425,GN,noniid,unbalanced,128
49,8,1.153209545395591,0.2909548527137799,GN,noniid,unbalanced,128
49,9,1.151694582267241,0.2914294131912968,GN,noniid,unbalanced,128
49,10,1.1502535722472451,0.2914294140582735,GN,noniid,unbalanced,128
50,1,1.2168379545211792,0.2715728311538696,GN,noniid,unbalanced,128
50,2,1.2158837596575418,0.2721362784703572,GN,noniid,unbalanced,128
50,3,1.21494815548261,0.2726571118036906,GN,noniid,unbalanced,128
50,4,1.2140307009220124,0.2717935005823771,GN,noniid,unbalanced,128
50,5,1.213128125667572,0.2720539172490437,GN,noniid,unbalanced,128
50,6,1.212240501244863,0.2731083912849426,GN,noniid,unbalanced,128
50,7,1.2113676051298776,0.2730686446825663,GN,noniid,unbalanced,128
50,8,1.2105086048444111,0.2728508416811625,GN,noniid,unbalanced,128
50,9,1.2096637229124705,0.2731368730862935,GN,noniid,unbalanced,128
50,10,1.2088343640168508,0.2731638124783834,GN,noniid,unbalanced,128
1,1,13.730356967449188,0.3596848049163818,GN,noniid,balanced,128
1,2,1.0160549752414227,0.425161636352539,GN,noniid,balanced,128
1,3,1.0384460404515266,0.4177869043350219,GN,noniid,balanced,128
1,4,1.0607303872704503,0.3993332414627075,GN,noniid,balanced,128
1,5,1.079824686050415,0.3737405700683594,GN,noniid,balanced,128
1,6,1.093439169228077,0.3616244592666626,GN,noniid,balanced,128
1,7,1.10395105779171,0.3729929933547973,GN,noniid,balanced,128
1,8,1.1128584831953048,0.3777276382446289,GN,noniid,balanced,128
1,9,1.1206746250391006,0.3670460653305054,GN,noniid,balanced,128
1,10,1.1293704345822335,0.3459119052886963,GN,noniid,balanced,128
2,1,1.1561172679066658,0.3009496212005615,GN,noniid,balanced,128
2,2,1.169506761431694,0.3159011306762695,GN,noniid,balanced,128
2,3,1.1778675377368928,0.2991648693084717,GN,noniid,balanced,128
2,4,1.1857390746474266,0.2939116363525391,GN,noniid,balanced,128
2,5,1.1934787228703498,0.2899447717666625,GN,noniid,balanced,128
2,6,1.2003141298890114,0.2867389535903931,GN,noniid,balanced,128
2,7,1.2072556510567665,0.2801993522644043,GN,noniid,balanced,128
2,8,1.212813414633274,0.2682785549163818,GN,noniid,balanced,128
2,9,1.2173735857009889,0.2586476273536682,GN,noniid,balanced,128
2,10,1.2221325993537904,0.2537378754615783,GN,noniid,balanced,128
3,1,1.2525090310722589,0.1860048460960388,GN,noniid,balanced,128
3,2,1.25096123740077,0.1786772608757019,GN,noniid,balanced,128
3,3,1.2565376423299313,0.1699690177440643,GN,noniid,balanced,128
3,4,1.2576794907450677,0.1656990828514098,GN,noniid,balanced,128
3,5,1.2582085497677329,0.1658337805271149,GN,noniid,balanced,128
3,6,1.2608417741954328,0.1624797945022583,GN,noniid,balanced,128
3,7,1.263785171508789,0.1628704190254211,GN,noniid,balanced,128
3,8,1.268473309278488,0.170602099776268,GN,noniid,balanced,128
3,9,1.2729112543165684,0.1684199882745742,GN,noniid,balanced,128
3,10,1.274335965514183,0.1697669708132743,GN,noniid,balanced,128
4,1,1.2764543876051904,0.1631600201725959,GN,noniid,balanced,128
4,2,1.251081109046936,0.1589102891683578,GN,noniid,balanced,128
4,3,1.2518391966819764,0.1585735448598861,GN,noniid,balanced,128
4,4,1.2514449775218963,0.1567281793355942,GN,noniid,balanced,128
4,5,1.2510016068816183,0.1590921338796615,GN,noniid,balanced,128
4,6,1.2504715725779534,0.1560344829559326,GN,noniid,balanced,128
4,7,1.2494868233799934,0.1556438568234443,GN,noniid,balanced,128
4,8,1.2490224212408063,0.1552128222584724,GN,noniid,balanced,128
4,9,1.2501074090600013,0.1539197200834751,GN,noniid,balanced,128
4,10,1.24985773563385,0.1531519388258457,GN,noniid,balanced,128
5,1,1.3353654973208904,0.2840651936531067,GN,noniid,balanced,128
5,2,1.291261826455593,0.2315059266090393,GN,noniid,balanced,128
5,3,1.2936363607645034,0.2233162717819214,GN,noniid,balanced,128
5,4,1.2995398491621015,0.2117322187423706,GN,noniid,balanced,128
5,5,1.2984480291604996,0.2114964968711137,GN,noniid,balanced,128
5,6,1.295696926116943,0.2071390084773302,GN,noniid,balanced,128
5,7,1.2983330085873603,0.2098733837157488,GN,noniid,balanced,128
5,8,1.302386076748371,0.2010035020858049,GN,noniid,balanced,128
5,9,1.3046686932444571,0.1999865304976701,GN,noniid,balanced,128
5,10,1.3053142994642255,0.1979525861740112,GN,noniid,balanced,128
6,1,1.2836440280079842,0.2015894384384155,GN,noniid,balanced,128
6,2,1.2746042132377624,0.1803138456344604,GN,noniid,balanced,128
6,3,1.2754642978310584,0.1813173475265502,GN,noniid,balanced,128
6,4,1.270528419315815,0.1845433716773986,GN,noniid,balanced,128
6,5,1.2707654654979703,0.1844827575683593,GN,noniid,balanced,128
6,6,1.2664723187685012,0.1860452573299408,GN,noniid,balanced,128
6,7,1.2679150879383088,0.1898168091773986,GN,noniid,balanced,128
6,8,1.2699569150805474,0.1873922402858734,GN,noniid,balanced,128
6,9,1.2666545152664184,0.1880185868740081,GN,noniid,balanced,128
6,10,1.2680791527032853,0.1890153548717499,GN,noniid,balanced,128
7,1,1.39839369058609,0.1679956891536712,GN,noniid,balanced,128
7,2,1.3034963190555573,0.1935546865463256,GN,noniid,balanced,128
7,3,1.3055102452635765,0.2046672949790954,GN,noniid,balanced,128
7,4,1.3076644122600556,0.2006061413288116,GN,noniid,balanced,128
7,5,1.3044238686561584,0.2108768858909606,GN,noniid,balanced,128
7,6,1.2958849892020226,0.2133351287841797,GN,noniid,balanced,128
7,7,1.294360341131687,0.2106815729141235,GN,noniid,balanced,128
7,8,1.2941677153110505,0.2183526391983032,GN,noniid,balanced,128
7,9,1.2955854445695878,0.2184334585666656,GN,noniid,balanced,128
7,10,1.2904657423496246,0.2145474133491516,GN,noniid,balanced,128
8,1,1.338862957060337,0.1304485449790954,GN,noniid,balanced,128
8,2,1.3755477964878082,0.0851831893920898,GN,noniid,balanced,128
8,3,1.3726665049791336,0.0812904081344604,GN,noniid,balanced,128
8,4,1.3620957612991331,0.0839843745231628,GN,noniid,balanced,128
8,5,1.3559110581874847,0.0935075416564941,GN,noniid,balanced,128
8,6,1.3509756982326508,0.0936220350265503,GN,noniid,balanced,128
8,7,1.3457256495952603,0.0942887930870056,GN,noniid,balanced,128
8,8,1.3409846335649491,0.0970837819576263,GN,noniid,balanced,128
8,9,1.337086495757103,0.0997979526519775,GN,noniid,balanced,128
8,10,1.3344279378652573,0.1021955814361572,GN,noniid,balanced,128
9,1,1.2303883627057075,0.2260304402410984,GN,noniid,balanced,128
9,2,1.195159947872162,0.2471174556314945,GN,noniid,balanced,128
9,3,1.1791203811764717,0.2616379289627075,GN,noniid,balanced,128
9,4,1.1635345488786697,0.2820918614864349,GN,noniid,balanced,128
9,5,1.1574723690748214,0.2829674000293016,GN,noniid,balanced,128
9,6,1.1487626165151597,0.2897629290819168,GN,noniid,balanced,128
9,7,1.1453999668359756,0.2812230588942766,GN,noniid,balanced,128
9,8,1.1434659600257873,0.2857758604586125,GN,noniid,balanced,128
9,9,1.1442242309451105,0.2839843719005585,GN,noniid,balanced,128
9,10,1.1415164664387702,0.277458242252469,GN,noniid,balanced,128
10,1,1.1065048687160015,0.3504983830451965,GN,noniid,balanced,128
10,2,1.0738526314496994,0.3696390051841736,GN,noniid,balanced,128
10,3,1.0598956622183322,0.3706492433547974,GN,noniid,balanced,128
10,4,1.0511968679726125,0.3760034999847412,GN,noniid,balanced,128
10,5,1.0440054267644885,0.3824690170288086,GN,noniid,balanced,128
10,6,1.0388504207134246,0.3861664862632751,GN,noniid,balanced,128
10,7,1.03396065980196,0.3898168087005615,GN,noniid,balanced,128
10,8,1.0286366693675515,0.3913793082237244,GN,noniid,balanced,128
10,9,1.028061519563198,0.3909280695915222,GN,noniid,balanced,128
10,10,1.02163303270936,0.3969827556610107,GN,noniid,balanced,128
11,1,1.196452085673809,0.2070177789479494,GN,noniid,balanced,128
11,2,1.2203490152955054,0.2272292556762695,GN,noniid,balanced,128
11,3,1.2018027409911156,0.2510910549163818,GN,noniid,balanced,128
11,4,1.202049906551838,0.2535762388259172,GN,noniid,balanced,128
11,5,1.1980328783392906,0.2556101814508438,GN,noniid,balanced,128
11,6,1.1986842170357703,0.2532664321959019,GN,noniid,balanced,128
11,7,1.1972247526049613,0.2545999447107315,GN,noniid,balanced,128
11,8,1.1931434512138366,0.2502761303186416,GN,noniid,balanced,128
11,9,1.1963617369532584,0.2566136833429336,GN,noniid,balanced,128
11,10,1.1953635036945345,0.2522898702919484,GN,noniid,balanced,128
12,1,1.2459929287433624,0.1894800630807877,GN,noniid,balanced,128
12,2,1.1820801973342896,0.2208243517875671,GN,noniid,balanced,128
12,3,1.1704967319965365,0.22973464345932,GN,noniid,balanced,128
12,4,1.163080887496471,0.2423558731079101,GN,noniid,balanced,128
12,5,1.155768270790577,0.2465382547378539,GN,noniid,balanced,128
12,6,1.1542314901947974,0.2501885766983032,GN,noniid,balanced,128
12,7,1.1501431599259375,0.251596173286438,GN,noniid,balanced,128
12,8,1.1463894709944724,0.2560681562423706,GN,noniid,balanced,128
12,9,1.144300839304924,0.2633014535903931,GN,noniid,balanced,128
12,10,1.141324757039547,0.2646484360694885,GN,noniid,balanced,128
13,1,1.3438401147723198,0.1185142779648304,GN,noniid,balanced,128
13,2,1.219122502207756,0.1724811414480209,GN,noniid,balanced,128
13,3,1.164751762151718,0.2416217654496431,GN,noniid,balanced,128
13,4,1.13900525867939,0.2753771530389786,GN,noniid,balanced,128
13,5,1.126738241314888,0.2874124441891909,GN,noniid,balanced,128
13,6,1.120149163901806,0.3014412701129913,GN,noniid,balanced,128
13,7,1.1159954383969306,0.3070312488079071,GN,noniid,balanced,128
13,8,1.1135906741023065,0.3069167547225951,GN,noniid,balanced,128
13,9,1.1117542773485185,0.3094760217666625,GN,noniid,balanced,128
13,10,1.1101535007357597,0.3096511292457581,GN,noniid,balanced,128
14,1,1.3071725845336917,0.090651939228177,GN,noniid,balanced,128
14,2,1.239260059595108,0.175848598241806,GN,noniid,balanced,128
14,3,1.2068104594945908,0.2067887912392615,GN,noniid,balanced,128
14,4,1.186248242855072,0.2161570574343204,GN,noniid,balanced,128
14,5,1.1728721857070925,0.2180765080153942,GN,noniid,balanced,128
14,6,1.1637719988822937,0.2443426704555749,GN,noniid,balanced,128
14,7,1.1572561621665955,0.2493669187128544,GN,noniid,balanced,128
14,8,1.1528817176818849,0.2531788789331913,GN,noniid,balanced,128
